lemma	inflected	label	hits
覚える	覚えられた	V;PST;PFV;PASS	3920000
覚える	覚えられなかった	V;PST;PFV;PASS;NEG	504000
覚える	覚えられました	V;PST;PFV;PASS;POL;FOREG	794000
覚える	覚えられませんでした	V;PST;PFV;PASS;POL;FOREG;NEG	440000
覚える	覚えられる	V;PRS;IPFV;ELEV	6330000
覚える	覚えられない	V;PRS;IPFV;ELEV;NEG	9320000
覚える	覚えられます	V;PRS;IPFV;ELEV;POL;FOREG	5040000
覚える	覚えられません	V;PRS;IPFV;ELEV;POL;FOREG;NEG	1830000
覚える	覚えられた	V;PST;PFV;ELEV	3920000
覚える	覚えられなかった	V;PST;PFV;ELEV;NEG	504000
覚える	覚えられました	V;PST;PFV;ELEV;POL;FOREG	794000
覚える	覚えられませんでした	V;PST;PFV;ELEV;POL;FOREG;NEG	440000
覚える	覚えさせる	V;PRS;IPFV;CAUS	3520000
覚える	覚えさせない	V;PRS;IPFV;CAUS;NEG	251000
覚える	覚えさせます	V;PRS;IPFV;CAUS;POL;FOREG	70700
覚える	覚えさせません	V;PRS;IPFV;CAUS;POL;FOREG;NEG	6210
覚える	覚えさせた	V;PST;PFV;CAUS	234000
覚える	覚えさせなかった	V;PST;PFV;CAUS;NEG	4660
覚える	覚えさせました	V;PST;PFV;CAUS;POL;FOREG	266000
覚える	覚えさせませんでした	V;PST;PFV;CAUS;POL;FOREG;NEG	12400
覚える	覚えさす	V;PRS;IPFV;CAUS	72900
覚える	覚えささない	V;PRS;IPFV;CAUS;NEG	981
覚える	覚えさします	V;PRS;IPFV;CAUS;POL;FOREG	430
覚える	覚えさしません	V;PRS;IPFV;CAUS;POL;FOREG;NEG	3
覚える	覚えさした	V;PST;PFV;CAUS	1160
覚える	覚えささなかった	V;PST;PFV;CAUS;NEG	4
覚える	覚えさしました	V;PST;PFV;CAUS;POL;FOREG	3780
覚える	覚えさしませんでした	V;PST;PFV;CAUS;POL;FOREG;NEG	3
覚える	覚えさせられる	V;PRS;IPFV;CAUS;PASS	94000
覚える	覚えさせられない	V;PRS;IPFV;CAUS;PASS;NEG	327000
覚える	覚えさせられます	V;PRS;IPFV;CAUS;PASS;POL;FOREG	241000
覚える	覚えさせられません	V;PRS;IPFV;CAUS;PASS;POL;FOREG;NEG	14200
覚える	覚えさせられた	V;PST;PFV;CAUS;PASS	138000
覚える	覚えさせられなかった	V;PST;PFV;CAUS;PASS;NEG	17300
覚える	覚えさせられました	V;PST;PFV;CAUS;PASS;POL;FOREG	168000
覚える	覚えさせられませんでした	V;PST;PFV;CAUS;PASS;POL;FOREG;NEG	9810
覚える	お覚えになる	V;FORM;ELEV;PRS;IPFV	1450
覚える	お覚えにならない	V;FORM;ELEV;PRS;IPFV;NEG	4
覚える	お覚えになります	V;FORM;ELEV;PRS;IPFV;POL;FOREG	10
覚える	お覚えになりません	V;FORM;ELEV;PRS;IPFV;POL;FOREG;NEG	1
覚える	お覚えになった	V;FORM;ELEV;PST;PFV	9540
覚える	お覚えにならなかった	V;FORM;ELEV;PST;PFV;NEG	1
覚える	お覚えになりました	V;FORM;ELEV;PST;PFV;POL;FOREG	8
覚える	お覚えになりませんでした	V;FORM;ELEV;PST;PFV;POL;FOREG;NEG	1
覚える	お覚えする	V;FORM;HUMB;PRS;IPFV	2
覚える	お覚えしない	V;FORM;HUMB;PRS;IPFV;NEG	0
覚える	お覚えします	V;FORM;HUMB;PRS;IPFV;POL;FOREG	1
覚える	お覚えしません	V;FORM;HUMB;PRS;IPFV;POL;FOREG;NEG	0
覚える	お覚えした	V;FORM;HUMB;PST;PFV	1
覚える	お覚えしなかった	V;FORM;HUMB;PST;PFV;NEG	0
覚える	お覚えしました	V;FORM;HUMB;PST;PFV;POL;FOREG	1
覚える	お覚えしませんでした	V;FORM;HUMB;PST;PFV;POL;FOREG;NEG	0
覚える	覚えさせていただく	V;FORM;HUMB;PRS;IPFV;PERM	34600
覚える	覚えさせていただかない	V;FORM;HUMB;PRS;IPFV;NEG;PERM	0
覚える	覚えさせていただきます	V;FORM;HUMB;PRS;IPFV;POL;FOREG;PERM	66000
覚える	覚えさせていただきません	V;FORM;HUMB;PRS;IPFV;POL;FOREG;NEG;PERM	0
覚える	覚えさせていただいた	V;FORM;HUMB;PST;PFV;PERM	23000
覚える	覚えさせていただかなかった	V;FORM;HUMB;PST;PFV;NEG;PERM	0
覚える	覚えさせていただきました	V;FORM;HUMB;PST;PFV;POL;FOREG;PERM	45500
覚える	覚えさせていただきませんでした	V;FORM;HUMB;PST;PFV;POL;FOREG;NEG;PERM	0
泳ぐ	泳ぐ	V;PRS;IPFV	20400000
泳ぐ	泳がない	V;PRS;IPFV;NEG	699000
泳ぐ	泳がないです	V;PRS;IPFV;POL;NEG;COL	115000
泳ぐ	泳ぎます	V;PRS;IPFV;POL;FOREG	3130000
泳ぐ	泳ぎません	V;PRS;IPFV;POL;FOREG;NEG	436000
泳ぐ	泳ぐだろう	V;PRS;IPFV;PROSP	4760
泳ぐ	泳がないだろう	V;PRS;IPFV;PROSP;NEG	27700
泳ぐ	泳ぐでしょう	V;PRS;IPFV;PROSP;POL	22600
泳ぐ	泳がないでしょう	V;PRS;IPFV;PROSP;POL;NEG	38800
泳ぐ	泳いだ	V;PST;PFV	5910000
泳ぐ	泳がなかった	V;PST;PFV;NEG	342000
泳ぐ	泳ぎました	V;PST;PFV;POL;FOREG	520000
泳ぐ	泳ぎませんでした	V;PST;PFV;POL;FOREG;NEG	163000
泳ぐ	泳いだだろう	V;PST;PFV;PROSP	3030
泳ぐ	泳がなかっただろう	V;PST;PFV;PROSP;NEG	5
泳ぐ	泳いだでしょう	V;PST;PFV;PROSP;POL	2100
泳ぐ	泳がなかったでしょう	V;PST;PFV;PROSP;POL;NEG	4
泳ぐ	泳ごう	V;INTEN	323000
泳ぐ	泳ぎましょう	V;INTEN;POL;FOREG	1730000
泳ぐ	泳ぎたい	V;PRS;IPFV;OPT;1	865000
泳ぐ	泳ぎたくない	V;PRS;IPFV;OPT;NEG;1	241000
泳ぐ	泳ぎたいです	V;PRS;IPFV;OPT;POL;1	1300000
泳ぐ	泳ぎたくないです	V;PRS;IPFV;OPT;POL;NEG;1	64000
泳ぐ	泳ぎたかった	V;PST;PFV;OPT;1	392000
泳ぐ	泳ぎたくなかった	V;PST;PFV;OPT;NEG;1	11000
泳ぐ	泳ぎたかったです	V;PST;PFV;OPT;POL;1	290000
泳ぐ	泳ぎたくなかったです	V;PST;PFV;OPT;POL;NEG;1	7
泳ぐ	泳ぎたがる	V;PRS;IPFV;OPT;3	7790
泳ぐ	泳ぎたがらない	V;PRS;IPFV;OPT;NEG;3	7550
泳ぐ	泳ぎたがります	V;PRS;IPFV;OPT;POL;FOREG;3	1210
泳ぐ	泳ぎたがりません	V;PRS;IPFV;OPT;POL;FOREG;NEG;3	100
泳ぐ	泳ぎたがった	V;PST;PFV;OPT;3	361
泳ぐ	泳ぎたがらなかった	V;PST;PFV;OPT;NEG;3	288
泳ぐ	泳ぎたがりました	V;PST;PFV;OPT;POL;FOREG;3	246
泳ぐ	泳ぎたがりませんでした	V;PST;PFV;OPT;POL;FOREG;NEG;3	9
泳ぐ	泳げ	V;IMP;OBLIG	4030000
泳ぐ	泳ぎな	V;IMP;OBLIG;COL	10800
泳ぐ	泳ぎなさい	V;IMP;OBLIG;POL	27700
泳ぐ	泳いで	V;IMP;COL	10600000
泳ぐ	泳いでください	V;IMP;POL	1430000
泳ぐ	お泳ぎください	V;FORM;IMP;POL	9
泳ぐ	泳ぐな	V;IMP;OBLIG;NEG	164000
泳ぐ	泳がないで	V;IMP;NEG;COL	348000
泳ぐ	泳がないでください	V;IMP;POL;NEG	196000
泳ぐ	お泳ぎにならないでください	V;FORM;IMP;POL;NEG	0
泳ぐ	泳げる	V;PRS;IPFV;POT	2250000
泳ぐ	泳げない	V;PRS;IPFV;POT;NEG	2290000
泳ぐ	泳げます	V;PRS;IPFV;POT;POL;FOREG	2620000
泳ぐ	泳げません	V;PRS;IPFV;POT;POL;FOREG;NEG	209000
泳ぐ	泳げた	V;PST;PFV;POT	648000
泳ぐ	泳げなかった	V;PST;PFV;POT;NEG	45100
泳ぐ	泳げました	V;PST;PFV;POT;POL;FOREG	432000
泳ぐ	泳げませんでした	V;PST;PFV;POT;POL;FOREG;NEG	36200
泳ぐ	泳がれる	V;PRS;IPFV;PASS	224000
泳ぐ	泳がれない	V;PRS;IPFV;PASS;NEG	14400
泳ぐ	泳がれます	V;PRS;IPFV;PASS;POL;FOREG	24200
泳ぐ	泳がれません	V;PRS;IPFV;PASS;POL;FOREG;NEG	596
泳ぐ	泳がれた	V;PST;PFV;PASS	55900
泳ぐ	泳がれなかった	V;PST;PFV;PASS;NEG	8
泳ぐ	泳がれました	V;PST;PFV;PASS;POL;FOREG	11900
泳ぐ	泳がれませんでした	V;PST;PFV;PASS;POL;FOREG;NEG	7
泳ぐ	泳がれる	V;PRS;IPFV;ELEV	224000
泳ぐ	泳がれない	V;PRS;IPFV;ELEV;NEG	14400
泳ぐ	泳がれます	V;PRS;IPFV;ELEV;POL;FOREG	24200
泳ぐ	泳がれません	V;PRS;IPFV;ELEV;POL;FOREG;NEG	596
泳ぐ	泳がれた	V;PST;PFV;ELEV	55900
泳ぐ	泳がれなかった	V;PST;PFV;ELEV;NEG	8
泳ぐ	泳がれました	V;PST;PFV;ELEV;POL;FOREG	11900
泳ぐ	泳がれませんでした	V;PST;PFV;ELEV;POL;FOREG;NEG	7
泳ぐ	泳がせる	V;PRS;IPFV;CAUS	414000
泳ぐ	泳がせない	V;PRS;IPFV;CAUS;NEG	4960
泳ぐ	泳がせます	V;PRS;IPFV;CAUS;POL;FOREG	275000
泳ぐ	泳がせません	V;PRS;IPFV;CAUS;POL;FOREG;NEG	2780
泳ぐ	泳がせた	V;PST;PFV;CAUS	343000
泳ぐ	泳がせなかった	V;PST;PFV;CAUS;NEG	373
泳ぐ	泳がせました	V;PST;PFV;CAUS;POL;FOREG	278000
泳ぐ	泳がせませんでした	V;PST;PFV;CAUS;POL;FOREG;NEG	507
泳ぐ	泳がす	V;PRS;IPFV;CAUS	95600
泳ぐ	泳がさない	V;PRS;IPFV;CAUS;NEG	6510
泳ぐ	泳がします	V;PRS;IPFV;CAUS;POL;FOREG	160000
泳ぐ	泳がしません	V;PRS;IPFV;CAUS;POL;FOREG;NEG	8
泳ぐ	泳がした	V;PST;PFV;CAUS	248000
泳ぐ	泳がさなかった	V;PST;PFV;CAUS;NEG	2
泳ぐ	泳がしました	V;PST;PFV;CAUS;POL;FOREG	24500
泳ぐ	泳がしませんでした	V;PST;PFV;CAUS;POL;FOREG;NEG	2
泳ぐ	泳がせられる	V;PRS;IPFV;CAUS;PASS	103000
泳ぐ	泳がせられない	V;PRS;IPFV;CAUS;PASS;NEG	24400
泳ぐ	泳がせられます	V;PRS;IPFV;CAUS;PASS;POL;FOREG	37000
泳ぐ	泳がせられません	V;PRS;IPFV;CAUS;PASS;POL;FOREG;NEG	1280
泳ぐ	泳がせられた	V;PST;PFV;CAUS;PASS	21700
泳ぐ	泳がせられなかった	V;PST;PFV;CAUS;PASS;NEG	3430
泳ぐ	泳がせられました	V;PST;PFV;CAUS;PASS;POL;FOREG	15600
泳ぐ	泳がせられませんでした	V;PST;PFV;CAUS;PASS;POL;FOREG;NEG	9
泳ぐ	泳がされる	V;PRS;IPFV;CAUS;PASS	257000
泳ぐ	泳がされない	V;PRS;IPFV;CAUS;PASS;NEG	11200
泳ぐ	泳がされます	V;PRS;IPFV;CAUS;PASS;POL;FOREG	176000
泳ぐ	泳がされません	V;PRS;IPFV;CAUS;PASS;POL;FOREG;NEG	4
泳ぐ	泳がされた	V;PST;PFV;CAUS;PASS	303000
泳ぐ	泳がされなかった	V;PST;PFV;CAUS;PASS;NEG	7
泳ぐ	泳がされました	V;PST;PFV;CAUS;PASS;POL;FOREG	91300
泳ぐ	泳がされませんでした	V;PST;PFV;CAUS;PASS;POL;FOREG;NEG	5
泳ぐ	お泳ぎになる	V;FORM;ELEV;PRS;IPFV	10
泳ぐ	お泳ぎにならない	V;FORM;ELEV;PRS;IPFV;NEG	0
泳ぐ	お泳ぎになります	V;FORM;ELEV;PRS;IPFV;POL;FOREG	1160
泳ぐ	お泳ぎになりません	V;FORM;ELEV;PRS;IPFV;POL;FOREG;NEG	0
泳ぐ	お泳ぎになった	V;FORM;ELEV;PST;PFV	1
泳ぐ	お泳ぎにならなかった	V;FORM;ELEV;PST;PFV;NEG	0
泳ぐ	お泳ぎになりました	V;FORM;ELEV;PST;PFV;POL;FOREG	0
泳ぐ	お泳ぎになりませんでした	V;FORM;ELEV;PST;PFV;POL;FOREG;NEG	0
泳ぐ	お泳ぎする	V;FORM;HUMB;PRS;IPFV	4
泳ぐ	お泳ぎしない	V;FORM;HUMB;PRS;IPFV;NEG	0
泳ぐ	お泳ぎします	V;FORM;HUMB;PRS;IPFV;POL;FOREG	7
泳ぐ	お泳ぎしません	V;FORM;HUMB;PRS;IPFV;POL;FOREG;NEG	0
泳ぐ	お泳ぎした	V;FORM;HUMB;PST;PFV	0
泳ぐ	お泳ぎしなかった	V;FORM;HUMB;PST;PFV;NEG	0
泳ぐ	お泳ぎしました	V;FORM;HUMB;PST;PFV;POL;FOREG	3
泳ぐ	お泳ぎしませんでした	V;FORM;HUMB;PST;PFV;POL;FOREG;NEG	0
泳ぐ	泳がせていただく	V;FORM;HUMB;PRS;IPFV;PERM	14300
泳ぐ	泳がせていただかない	V;FORM;HUMB;PRS;IPFV;NEG;PERM	0
泳ぐ	泳がせていただきます	V;FORM;HUMB;PRS;IPFV;POL;FOREG;PERM	34300
泳ぐ	泳がせていただきません	V;FORM;HUMB;PRS;IPFV;POL;FOREG;NEG;PERM	0
泳ぐ	泳がせていただいた	V;FORM;HUMB;PST;PFV;PERM	11300
泳ぐ	泳がせていただかなかった	V;FORM;HUMB;PST;PFV;NEG;PERM	0
泳ぐ	泳がせていただきました	V;FORM;HUMB;PST;PFV;POL;FOREG;PERM	29500
泳ぐ	泳がせていただきませんでした	V;FORM;HUMB;PST;PFV;POL;FOREG;NEG;PERM	0
降りる	降りる	V;PRS;IPFV	25800000
降りる	降りない	V;PRS;IPFV;NEG	2120000
降りる	降りないです	V;PRS;IPFV;POL;NEG;COL	139000
降りる	降ります	V;PRS;IPFV;POL;FOREG	6140000
降りる	降りません	V;PRS;IPFV;POL;FOREG;NEG	2480000
降りる	降りるだろう	V;PRS;IPFV;PROSP	28700
降りる	降りないだろう	V;PRS;IPFV;PROSP;NEG	35700
降りる	降りるでしょう	V;PRS;IPFV;PROSP;POL	30000
降りる	降りないでしょう	V;PRS;IPFV;PROSP;POL;NEG	50900
降りる	降りた	V;PST;PFV	12800000
降りる	降りなかった	V;PST;PFV;NEG	473000
降りる	降りました	V;PST;PFV;POL;FOREG	3670000
降りる	降りませんでした	V;PST;PFV;POL;FOREG;NEG	364000
降りる	降りただろう	V;PST;PFV;PROSP	1760
降りる	降りなかっただろう	V;PST;PFV;PROSP;NEG	1330
降りる	降りたでしょう	V;PST;PFV;PROSP;POL	141000
降りる	降りなかったでしょう	V;PST;PFV;PROSP;POL;NEG	3600
降りる	降りよう	V;INTEN	2100000
降りる	降りましょう	V;INTEN;POL;FOREG	448000
降りる	降りたい	V;PRS;IPFV;OPT;1	220000
降りる	降りたくない	V;PRS;IPFV;OPT;NEG;1	326000
降りる	降りたいです	V;PRS;IPFV;OPT;POL;1	63500
降りる	降りたくないです	V;PRS;IPFV;OPT;POL;NEG;1	144000
降りる	降りたかった	V;PST;PFV;OPT;1	45800
降りる	降りたくなかった	V;PST;PFV;OPT;NEG;1	35200
降りる	降りたかったです	V;PST;PFV;OPT;POL;1	12200
降りる	降りたくなかったです	V;PST;PFV;OPT;POL;NEG;1	10100
降りる	降りたがる	V;PRS;IPFV;OPT;3	1060000
降りる	降りたがらない	V;PRS;IPFV;OPT;NEG;3	29400
降りる	降りたがります	V;PRS;IPFV;OPT;POL;FOREG;3	106000
降りる	降りたがりません	V;PRS;IPFV;OPT;POL;FOREG;NEG;3	33100
降りる	降りたがった	V;PST;PFV;OPT;3	11900
降りる	降りたがらなかった	V;PST;PFV;OPT;NEG;3	1020
降りる	降りたがりました	V;PST;PFV;OPT;POL;FOREG;3	11900
降りる	降りたがりませんでした	V;PST;PFV;OPT;POL;FOREG;NEG;3	14600
降りる	降りろ	V;IMP;OBLIG	501000
降りる	降りな	V;IMP;OBLIG;COL	32300
降りる	降りなさい	V;IMP;OBLIG;POL	168000
降りる	降りて	V;IMP;COL	33100000
降りる	降りてください	V;IMP;POL	15500000
降りる	お降りください	V;FORM;IMP;POL	37300
降りる	降りるな	V;IMP;OBLIG;NEG	53400
降りる	降りないで	V;IMP;NEG;COL	145000
降りる	降りないでください	V;IMP;POL;NEG	277000
降りる	お降りにならないでください	V;FORM;IMP;POL;NEG	1
降りる	降りられる	V;PRS;IPFV;POT	224000
降りる	降りられない	V;PRS;IPFV;POT;NEG	347000
降りる	降りられます	V;PRS;IPFV;POT;POL;FOREG	141000
降りる	降りられません	V;PRS;IPFV;POT;POL;FOREG;NEG	297000
降りる	降りられた	V;PST;PFV;POT	243000
降りる	降りられなかった	V;PST;PFV;POT;NEG	296000
降りる	降りられました	V;PST;PFV;POT;POL;FOREG	61800
降りる	降りられませんでした	V;PST;PFV;POT;POL;FOREG;NEG	185000
降りる	降りられる	V;PRS;IPFV;PASS	224000
降りる	降りられない	V;PRS;IPFV;PASS;NEG	347000
降りる	降りられます	V;PRS;IPFV;PASS;POL;FOREG	141000
降りる	降りられません	V;PRS;IPFV;PASS;POL;FOREG;NEG	297000
降りる	降りられた	V;PST;PFV;PASS	243000
降りる	降りられなかった	V;PST;PFV;PASS;NEG	296000
降りる	降りられました	V;PST;PFV;PASS;POL;FOREG	61800
降りる	降りられませんでした	V;PST;PFV;PASS;POL;FOREG;NEG	185000
降りる	降りられる	V;PRS;IPFV;ELEV	224000
降りる	降りられない	V;PRS;IPFV;ELEV;NEG	347000
降りる	降りられます	V;PRS;IPFV;ELEV;POL;FOREG	141000
降りる	降りられません	V;PRS;IPFV;ELEV;POL;FOREG;NEG	297000
降りる	降りられた	V;PST;PFV;ELEV	243000
降りる	降りられなかった	V;PST;PFV;ELEV;NEG	296000
降りる	降りられました	V;PST;PFV;ELEV;POL;FOREG	61800
降りる	降りられませんでした	V;PST;PFV;ELEV;POL;FOREG;NEG	185000
降りる	降りさせる	V;PRS;IPFV;CAUS	155000
降りる	降りさせない	V;PRS;IPFV;CAUS;NEG	14600
降りる	降りさせます	V;PRS;IPFV;CAUS;POL;FOREG	6700
降りる	降りさせません	V;PRS;IPFV;CAUS;POL;FOREG;NEG	992
降りる	降りさせた	V;PST;PFV;CAUS	17100
降りる	降りさせなかった	V;PST;PFV;CAUS;NEG	1730
降りる	降りさせました	V;PST;PFV;CAUS;POL;FOREG	5580
降りる	降りさせませんでした	V;PST;PFV;CAUS;POL;FOREG;NEG	815
降りる	降りさす	V;PRS;IPFV;CAUS	1920
降りる	降りささない	V;PRS;IPFV;CAUS;NEG	7
降りる	降りさします	V;PRS;IPFV;CAUS;POL;FOREG	3
降りる	降りさしません	V;PRS;IPFV;CAUS;POL;FOREG;NEG	3
降りる	降りさした	V;PST;PFV;CAUS	307
降りる	降りささなかった	V;PST;PFV;CAUS;NEG	2
降りる	降りさしました	V;PST;PFV;CAUS;POL;FOREG	3
降りる	降りさしませんでした	V;PST;PFV;CAUS;POL;FOREG;NEG	2
降りる	降りさせられる	V;PRS;IPFV;CAUS;PASS	5610
降りる	降りさせられない	V;PRS;IPFV;CAUS;PASS;NEG	1540
降りる	降りさせられます	V;PRS;IPFV;CAUS;PASS;POL;FOREG	5940
降りる	降りさせられません	V;PRS;IPFV;CAUS;PASS;POL;FOREG;NEG	8
降りる	降りさせられた	V;PST;PFV;CAUS;PASS	11400
降りる	降りさせられなかった	V;PST;PFV;CAUS;PASS;NEG	3
降りる	降りさせられました	V;PST;PFV;CAUS;PASS;POL;FOREG	627
降りる	降りさせられませんでした	V;PST;PFV;CAUS;PASS;POL;FOREG;NEG	4
降りる	お降りになる	V;FORM;ELEV;PRS;IPFV	5100
降りる	お降りにならない	V;FORM;ELEV;PRS;IPFV;NEG	853
降りる	お降りになります	V;FORM;ELEV;PRS;IPFV;POL;FOREG	1790
降りる	お降りになりません	V;FORM;ELEV;PRS;IPFV;POL;FOREG;NEG	10
降りる	お降りになった	V;FORM;ELEV;PST;PFV	16100
降りる	お降りにならなかった	V;FORM;ELEV;PST;PFV;NEG	2
降りる	お降りになりました	V;FORM;ELEV;PST;PFV;POL;FOREG	1530
降りる	お降りになりませんでした	V;FORM;ELEV;PST;PFV;POL;FOREG;NEG	1
降りる	お降りする	V;FORM;HUMB;PRS;IPFV	234
降りる	お降りしない	V;FORM;HUMB;PRS;IPFV;NEG	1
降りる	お降りします	V;FORM;HUMB;PRS;IPFV;POL;FOREG	3
降りる	お降りしません	V;FORM;HUMB;PRS;IPFV;POL;FOREG;NEG	0
降りる	お降りした	V;FORM;HUMB;PST;PFV	5
降りる	お降りしなかった	V;FORM;HUMB;PST;PFV;NEG	0
降りる	お降りしました	V;FORM;HUMB;PST;PFV;POL;FOREG	8
降りる	お降りしませんでした	V;FORM;HUMB;PST;PFV;POL;FOREG;NEG	0
降りる	降りさせていただく	V;FORM;HUMB;PRS;IPFV;PERM	3030
降りる	降りさせていただかない	V;FORM;HUMB;PRS;IPFV;NEG;PERM	0
降りる	降りさせていただきます	V;FORM;HUMB;PRS;IPFV;POL;FOREG;PERM	6400
降りる	降りさせていただきません	V;FORM;HUMB;PRS;IPFV;POL;FOREG;NEG;PERM	0
降りる	降りさせていただいた	V;FORM;HUMB;PST;PFV;PERM	9140
降りる	降りさせていただかなかった	V;FORM;HUMB;PST;PFV;NEG;PERM	0
降りる	降りさせていただきました	V;FORM;HUMB;PST;PFV;POL;FOREG;PERM	25800
降りる	降りさせていただきませんでした	V;FORM;HUMB;PST;PFV;POL;FOREG;NEG;PERM	0
終わる	終わる	V;PRS;IPFV	175000000
終わる	終わらない	V;PRS;IPFV;NEG	40100000
終わる	終わらないです	V;PRS;IPFV;POL;NEG;COL	5980000
終わる	終わります	V;PRS;IPFV;POL;FOREG	27000000
終わる	終わりません	V;PRS;IPFV;POL;FOREG;NEG	4580000
終わる	終わるだろう	V;PRS;IPFV;PROSP	616000
終わる	終わらないだろう	V;PRS;IPFV;PROSP;NEG	668000
終わる	終わるでしょう	V;PRS;IPFV;PROSP;POL	627000
終わる	終わらないでしょう	V;PRS;IPFV;PROSP;POL;NEG	1920000
終わる	終わった	V;PST;PFV	72400000
終わる	終わらなかった	V;PST;PFV;NEG	1710000
終わる	終わりました	V;PST;PFV;POL;FOREG	27100000
終わる	終わりませんでした	V;PST;PFV;POL;FOREG;NEG	441000
終わる	終わっただろう	V;PST;PFV;PROSP	61300
終わる	終わらなかっただろう	V;PST;PFV;PROSP;NEG	7850
終わる	終わったでしょう	V;PST;PFV;PROSP;POL	2460000
終わる	終わらなかったでしょう	V;PST;PFV;PROSP;POL;NEG	19500
終わる	終わろう	V;INTEN	1470000
終わる	終わりましょう	V;INTEN;POL;FOREG	70200
終わる	終わりたい	V;PRS;IPFV;OPT;1	2000000
終わる	終わりたくない	V;PRS;IPFV;OPT;NEG;1	515000
終わる	終わりたいです	V;PRS;IPFV;OPT;POL;1	372000
終わる	終わりたくないです	V;PRS;IPFV;OPT;POL;NEG;1	78100
終わる	終わりたかった	V;PST;PFV;OPT;1	340000
終わる	終わりたくなかった	V;PST;PFV;OPT;NEG;1	273000
終わる	終わりたかったです	V;PST;PFV;OPT;POL;1	181000
終わる	終わりたくなかったです	V;PST;PFV;OPT;POL;NEG;1	254000
終わる	終わりたがる	V;PRS;IPFV;OPT;3	7080
終わる	終わりたがらない	V;PRS;IPFV;OPT;NEG;3	146
終わる	終わりたがります	V;PRS;IPFV;OPT;POL;FOREG;3	103
終わる	終わりたがりません	V;PRS;IPFV;OPT;POL;FOREG;NEG;3	8
終わる	終わりたがった	V;PST;PFV;OPT;3	69
終わる	終わりたがらなかった	V;PST;PFV;OPT;NEG;3	6
終わる	終わりたがりました	V;PST;PFV;OPT;POL;FOREG;3	3
終わる	終わりたがりませんでした	V;PST;PFV;OPT;POL;FOREG;NEG;3	2
終わる	終われ	V;IMP;OBLIG	19100000
終わる	終わりな	V;IMP;OBLIG;COL	1800000
終わる	終わりなさい	V;IMP;OBLIG;POL	20500
終わる	終わって	V;IMP;COL	70700000
終わる	終わってください	V;IMP;POL	28400000
終わる	お終わりください	V;FORM;IMP;POL	179000
終わる	終わるな	V;IMP;OBLIG;NEG	895000
終わる	終わらないで	V;IMP;NEG;COL	8130000
終わる	終わらないでください	V;IMP;POL;NEG	477000
終わる	お終わりにならないでください	V;FORM;IMP;POL;NEG	0
終わる	終われる	V;PRS;IPFV;POT	2850000
終わる	終われない	V;PRS;IPFV;POT;NEG	1960000
終わる	終われます	V;PRS;IPFV;POT;POL;FOREG	645000
終わる	終われません	V;PRS;IPFV;POT;POL;FOREG;NEG	1650000
終わる	終われた	V;PST;PFV;POT	736000
終わる	終われなかった	V;PST;PFV;POT;NEG	936000
終わる	終われました	V;PST;PFV;POT;POL;FOREG	203000
終わる	終われませんでした	V;PST;PFV;POT;POL;FOREG;NEG	250000
終わる	終わられる	V;PRS;IPFV;PASS	18300
終わる	終わられない	V;PRS;IPFV;PASS;NEG	8760
終わる	終わられます	V;PRS;IPFV;PASS;POL;FOREG	23900
終わる	終わられません	V;PRS;IPFV;PASS;POL;FOREG;NEG	1280
終わる	終わられた	V;PST;PFV;PASS	104000
終わる	終わられなかった	V;PST;PFV;PASS;NEG	1090
終わる	終わられました	V;PST;PFV;PASS;POL;FOREG	23400
終わる	終わられませんでした	V;PST;PFV;PASS;POL;FOREG;NEG	5
終わる	終わられる	V;PRS;IPFV;ELEV	18300
終わる	終わられない	V;PRS;IPFV;ELEV;NEG	8760
終わる	終わられます	V;PRS;IPFV;ELEV;POL;FOREG	23900
終わる	終わられません	V;PRS;IPFV;ELEV;POL;FOREG;NEG	1280
終わる	終わられた	V;PST;PFV;ELEV	104000
終わる	終わられなかった	V;PST;PFV;ELEV;NEG	1090
終わる	終わられました	V;PST;PFV;ELEV;POL;FOREG	23400
終わる	終わられませんでした	V;PST;PFV;ELEV;POL;FOREG;NEG	5
終わる	終わらせる	V;PRS;IPFV;CAUS	13800000
終わる	終わらせない	V;PRS;IPFV;CAUS;NEG	17700000
終わる	終わらせます	V;PRS;IPFV;CAUS;POL;FOREG	1420000
終わる	終わらせません	V;PRS;IPFV;CAUS;POL;FOREG;NEG	294000
終わる	終わらせた	V;PST;PFV;CAUS	5780000
終わる	終わらせなかった	V;PST;PFV;CAUS;NEG	182000
終わる	終わらせました	V;PST;PFV;CAUS;POL;FOREG	293000
終わる	終わらせませんでした	V;PST;PFV;CAUS;POL;FOREG;NEG	28200
終わる	終わらす	V;PRS;IPFV;CAUS	603000
終わる	終わらさない	V;PRS;IPFV;CAUS;NEG	35500
終わる	終わらします	V;PRS;IPFV;CAUS;POL;FOREG	10900
終わる	終わらしません	V;PRS;IPFV;CAUS;POL;FOREG;NEG	767
終わる	終わらした	V;PST;PFV;CAUS	170000
終わる	終わらさなかった	V;PST;PFV;CAUS;NEG	441
終わる	終わらしました	V;PST;PFV;CAUS;POL;FOREG	4870
終わる	終わらしませんでした	V;PST;PFV;CAUS;POL;FOREG;NEG	3
終わる	終わらせられる	V;PRS;IPFV;CAUS;PASS	1230000
終わる	終わらせられない	V;PRS;IPFV;CAUS;PASS;NEG	238000
終わる	終わらせられます	V;PRS;IPFV;CAUS;PASS;POL;FOREG	119000
